Name;Platform;Year_of_Release;Genre;Publisher;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Global_Sales;Critic_Score;Critic_Count;User_Score;User_Count;Developer
Bee Movie Game;Wii;2007;Action;Activision;300000;10000;0;30000;330000;6.2;16;7.6;7;Smart Bomb Interactive
Kelly Slater's Pro Surfer;PS2;2002;Sports;Activision;160000;130000;0;40000;330000;7.7;19;8.4;15;Treyarch
Sniper: Ghost Warrior 2;PS3;2013;Shooter;City Interactive;50000;180000;30000;70000;330000;5.2;15;6.0;82;City Interactive
Legends of Wrestling II;PS2;2002;Fighting;Acclaim Entertainment;160000;130000;0;40000;330000;5.9;15;6.7;6;Acclaim
Virtua Tennis 2009;X360;2009;Sports;Sega;120000;180000;0;30000;330000;7.0;43;6.2;15;Sumo Digital
Street Fighter Alpha 3 MAX;PSP;2006;Fighting;Capcom;270000;10000;20000;30000;330000;8.0;35;8.0;27;Capcom
MLB 09: The Show;PS2;2009;Sports;Sony Computer Entertainment;160000;130000;0;40000;330000;7.9;7;7.5;12;SCEA San Diego Studios
Classic NES Series: Castlevania;GBA;2004;Platform;Nintendo;170000;60000;90000;10000;330000;7.4;10;8.6;12;Konami
Fight Night Round 3;XB;2006;Fighting;Electronic Arts;260000;60000;0;10000;330000;8.3;32;9.0;21;EA Chicago
Way of the Samurai 2;PS2;2003;Action;Capcom;50000;40000;230000;10000;330000;5.9;32;9.0;24;Acquire
Planet Puzzle League;DS;2007;Puzzle;Nintendo;140000;10000;160000;10000;330000;8.6;25;8.2;15;Intelligent Systems
Naruto: Rise of a Ninja;X360;2007;Action;Ubisoft;290000;10000;0;30000;330000;7.8;35;8.6;84;Ubisoft Montreal
Cabela's Dangerous Hunts 2011;PS3;2010;Sports;Activision;260000;40000;0;30000;330000;6.0;4;5.4;9;Activision
Disgaea 2: Cursed Memories;PS2;2006;Role-Playing;Tecmo Koei;90000;70000;150000;20000;330000;8.4;54;6.4;42;Nippon Ichi Software
Clock Tower 3;PS2;2002;Adventure;Capcom;100000;80000;120000;30000;330000;6.9;28;7.6;38;SunSoft
Etrian Odyssey;DS;2007;Role-Playing;Nintendo;190000;20000;90000;20000;330000;7.5;30;8.5;37;Lancarse, Atlus
Call Of Duty 2: Big Red One;GC;2005;Shooter;Activision;250000;70000;0;10000;330000;7.6;28;7.9;14;Treyarch
Dragon Ball Z: Extreme Butoden;3DS;2015;Fighting;Namco Bandai Games;120000;30000;160000;20000;330000;6.1;32;6.6;32;Arc System Works
Disgaea: Hour of Darkness;PS2;2003;Role-Playing;Tecmo Koei;160000;130000;0;40000;330000;8.4;42;8.9;74;Nippon Ichi Software
NeoGeo Battle Coliseum;PS2;2005;Fighting;Ignition Entertainment;160000;130000;0;40000;330000;6.6;21;8.8;6;SNK Playmore
Resonance of Fate;X360;2010;Role-Playing;Sega;120000;130000;60000;30000;330000;7.4;43;7.7;96;Tri-Ace
Harry Potter and the Deathly Hallows - Part 2;Wii;2011;Action;Electronic Arts;170000;130000;0;30000;330000;4.7;6;6.6;5;EA Bright Light
SpongeBob SquarePants: Creature from the Krusty Krab;GC;2006;Platform;THQ;250000;70000;0;10000;330000;7.4;5;7.7;12;Blitz Games
MLB 08: The Show;PSP;2008;Sports;Sony Computer Entertainment;300000;0;0;20000;330000;8.3;14;8.4;12;SCEA San Diego Studios
Spy Kids 3-D: Game Over;GBA;2003;Platform;Disney Interactive Studios;240000;90000;0;10000;330000;6.2;4;7.7;6;Digital Eclipse
Power Rangers: Ninja Storm;GBA;2003;Misc;THQ;240000;90000;0;10000;330000;5.5;4;7.8;6;Natsume
Medal of Honor: Warfighter;PC;2012;Action;Electronic Arts;140000;150000;0;40000;330000;5.5;30;5.4;599;Danger Close
MVP Baseball 2005;GC;2005;Sports;Electronic Arts;250000;70000;0;10000;330000;8.8;20;8.7;16;EA Sports
SSX Blur;Wii;2007;Sports;Electronic Arts;290000;10000;0;30000;330000;7.4;52;8.1;60;EA Montreal
Danganronpa: Trigger Happy Havoc;PSV;2013;Misc;Nippon Ichi Software;90000;50000;150000;40000;330000;8.0;55;8.1;235;Spike Chunsoft
Harry Potter and the Half-Blood Prince;PS3;2009;Action;Electronic Arts;150000;120000;0;50000;330000;6.6;35;7.1;17;EA Bright Light
Teen Titans;GC;2006;Action;THQ;250000;70000;0;10000;330000;6.3;11;6.9;11;Artificial Mind and Movement
MX vs. ATV Untamed;Wii;2008;Racing;THQ;280000;20000;0;20000;330000;7.0;7;8.3;9;Rainbow Studios
Binary Domain;PS3;2012;Action;Sega;90000;70000;140000;30000;330000;7.2;33;8.2;179;Sega
DECA Sports Freedom;X360;2010;Sports;Hudson Soft;270000;40000;0;20000;330000;2.6;16;3.7;9;AI
Major League Baseball 2K6;XB;2006;Sports;Take-Two Interactive;240000;70000;0;10000;330000;7.1;21;5.7;12;Kush Games
Golden Axe: Beast Rider;X360;2008;Action;Sega;190000;110000;0;30000;330000;4.5;33;5.8;33;Secret Level
EA Playground;DS;2007;Sports;Electronic Arts;290000;10000;0;30000;330000;6.0;8;7.6;13;Piranha Games
The Witcher: Enhanced Edition;PC;2008;Role-Playing;Atari;320000;10000;0;0;320000;8.6;30;8.5;1660;CD Projekt Red Studio
Mystery Case Files: The Malgrave Incident;Wii;2011;Adventure;Nintendo;170000;130000;0;30000;320000;6.5;26;8.2;5;Sanzaru Games
Iron Man 2;Wii;2010;Action;Sega;150000;150000;0;30000;320000;4.1;11;4.6;12;High Voltage Software
SWAT: Global Strike Team;PS2;2003;Shooter;Vivendi Games;160000;120000;0;40000;320000;6.9;21;7.8;16;Argonaut Games
Battlestations: Pacific;X360;2009;Strategy;Eidos Interactive;170000;110000;10000;30000;320000;7.6;48;7.4;41;Eidos Interactive
Elebits;Wii;2006;Action;Konami Digital Entertainment;220000;10000;80000;20000;320000;7.5;46;7.4;33;Konami
Def Jam Rapstar;PS3;2010;Misc;Konami Digital Entertainment;250000;40000;0;30000;320000;7.5;25;6.3;4;Terminal Reality, 4mm Games
Hatsune Miku: Project Mirai DX;3DS;2015;Misc;Sega;160000;40000;100000;20000;320000;8.0;32;8.5;71;Sega
Just Dance 2016;XOne;2015;Misc;Ubisoft;250000;40000;0;30000;320000;6.6;10;6.1;18;Ubisoft
Golden Axe: Beast Rider;PS3;2008;Action;Sega;130000;140000;0;60000;320000;4.4;30;5.6;23;Secret Level
Dead Space 2;PC;2011;Shooter;Electronic Arts;130000;150000;0;40000;320000;8.7;28;8.3;974;Visceral Games
Kinetica;PS2;2001;Racing;Sony Computer Entertainment;160000;120000;0;40000;320000;7.7;21;8.3;21;SCE Santa Monica
The Black Eyed Peas Experience;X360;2011;Misc;Ubisoft;200000;100000;0;30000;320000;6.6;17;5.8;8;iNiS
NBA Street V3;XB;2005;Sports;Electronic Arts;280000;30000;0;10000;320000;8.9;41;8.9;10;EA Canada
Marvel: Ultimate Alliance 2;Wii;2009;Role-Playing;Activision;250000;50000;0;30000;320000;5.0;8;5.2;16;n-Space
Remember Me;PS3;2013;Action;Capcom;100000;170000;0;60000;320000;7.2;37;7.4;424;DONTNOD Entertainment
Silent Hill: Downpour;X360;2012;Action;Konami Digital Entertainment;220000;80000;0;20000;320000;6.8;38;7.3;269;Konami
Dead Rising 2: Off the Record;PS3;2011;Action;Capcom;110000;80000;100000;30000;320000;7.2;31;7.1;35;Capcom Vancouver
Dragon Ball: XenoVerse;XOne;2015;Fighting;Namco Bandai Games;180000;110000;0;30000;320000;6.7;18;7.2;128;Dimps Corporation
Eternal Sonata;X360;2007;Role-Playing;Atari;190000;40000;80000;20000;320000;7.9;56;7.9;97;Tri-Crescendo
Harvest Moon: Back to Nature;PS;1999;Simulation;Ubisoft;110000;70000;120000;20000;320000;8.2;6;9.3;78;Victor Interactive Software
Dead or Alive 5;X360;2012;Fighting;Ubisoft Annecy;190000;80000;30000;30000;320000;7.6;39;7.9;95;Team Ninja
Overlord II;X360;2009;Action;Codemasters;150000;140000;0;30000;320000;7.5;60;7.2;46;Triumph Studios
Dance Dance Revolution Universe;X360;2007;Simulation;Konami Digital Entertainment;300000;0;0;20000;320000;7.4;26;8.8;5;Konami
Batman: Arkham Asylum;PC;2009;Action;Eidos Interactive;0;280000;0;50000;320000;9.1;29;8.7;1736;Rocksteady Studios
Warhammer 40,000: Squad Command;PSP;2007;Strategy;THQ;110000;130000;0;80000;320000;6.7;25;7.6;26;RedLynx
Darkwatch;PS2;2005;Shooter;Ubisoft;160000;120000;0;40000;320000;7.4;37;8.4;42;High Moon Studios
Tony Hawk's American Wasteland;X360;2005;Sports;Activision;280000;10000;0;30000;320000;7.5;43;7.2;21;Neversoft Entertainment
Beautiful Katamari;X360;2007;Puzzle;Namco Bandai Games;140000;20000;150000;20000;320000;7.3;52;7.0;40;Now Production
Prince of Persia: The Sands of Time;GC;2003;Action;Ubisoft;250000;60000;0;10000;320000;9.2;33;8.4;41;Ubisoft
Harry Potter and the Deathly Hallows - Part 2;PS3;2011;Action;Electronic Arts;140000;130000;0;50000;320000;4.3;21;5.7;27;EA Bright Light
Sky Odyssey;PS2;2000;Simulation;Sony Computer Entertainment;160000;120000;0;40000;320000;7.9;18;8.4;9;CAProduction
World of Warcraft: Legion;PC;2016;Role-Playing;Activision;130000;160000;0;30000;320000;8.8;62;7.5;535;Blizzard Entertainment
Hatsune Miku: Project Diva F 2nd;PSV;2014;Misc;Sega;80000;50000;160000;40000;320000;8.1;8;8.4;69;Sega
Bleach: Shattered Blade;Wii;2006;Fighting;Sega;210000;10000;80000;20000;320000;5.8;30;7.5;24;Polygon Magic
FIFA Street 3;PS3;2008;Sports;Electronic Arts;80000;180000;0;60000;320000;6.3;37;6.9;19;EA Canada
FIFA 2001 Major League Soccer;PS;2000;Sports;Electronic Arts;180000;120000;0;20000;320000;8.5;10;7.8;5;EA Sports
Operation Flashpoint: Red River;PS3;2011;Shooter;Codemasters;60000;140000;70000;50000;320000;6.7;36;6.3;18;Codemasters
DiRT 2;PSP;2009;Racing;Sony Computer Entertainment;90000;150000;0;80000;320000;5.5;13;5.7;10;Codemasters
Frogger's Adventures: The Rescue;PS2;2003;Platform;Konami Digital Entertainment;160000;120000;0;40000;320000;5.9;12;8.5;6;Konami
Silent Hill HD Collection;PS3;2012;Action;Konami Digital Entertainment;150000;100000;30000;40000;320000;7.0;33;4.8;136;Hijinx Studios
Karaoke Revolution Volume 3;PS2;2004;Misc;Konami Digital Entertainment;160000;120000;0;40000;320000;8.2;25;7.8;10;Harmonix Music Systems
Army of Two: The 40th Day;PSP;2010;Shooter;Electronic Arts;120000;130000;0;80000;320000;4.9;11;6.0;32;Buzz Monkey, EA Montreal
Persona 4: Dancing All Night;PSV;2015;Misc;Nippon Ichi Software;90000;40000;150000;40000;320000;7.6;51;8.6;83;Atlus, Dingo Inc.
Ultimate Fighting Championship: Throwdown;PS2;2002;Fighting;Ubisoft;160000;120000;0;40000;320000;6.8;19;8.0;8;Opus
Disney's Extreme Skate Adventure;PS2;2003;Sports;Activision;160000;120000;0;40000;320000;7.8;15;8.3;12;Toys for Bob
Prey;X360;2006;Shooter;Take-Two Interactive;270000;30000;0;30000;320000;7.9;80;7.3;117;Venom Games
Shaun White Snowboarding;PSP;2008;Sports;Ubisoft;260000;30000;0;30000;320000;7.0;5;7.5;4;Ubisoft
Folklore;PS3;2007;Role-Playing;Sony Computer Entertainment;200000;40000;50000;30000;320000;7.5;55;8.2;145;Game Republic, JapanStudio
Murdered: Soul Suspect;PS4;2014;Action;Square Enix;90000;160000;20000;50000;320000;5.9;60;6.9;310;Airtight Games
The Darkness II;PS3;2012;Shooter;Take-Two Interactive;140000;130000;0;50000;320000;7.9;28;7.6;127;Digital Extremes
NBA 2K3;XB;2002;Sports;Sega;240000;70000;0;10000;320000;8.7;15;7.9;9;Visual Concepts
NFL Fever 2004;XB;2003;Sports;Microsoft Game Studios;240000;70000;0;10000;320000;7.4;29;8.8;16;Microsoft Game Studios
FIFA Street 3;X360;2008;Sports;Electronic Arts;140000;140000;0;30000;320000;6.3;48;6.9;18;EA Canada
Test Drive Unlimited;X360;2006;Racing;Atari;230000;40000;20000;20000;320000;8.2;69;8.0;86;Eden Studios
Marvel Nemesis: Rise of the Imperfects;PSP;2005;Fighting;Electronic Arts;290000;0;0;20000;320000;5.8;15;8.7;30;EA Canada
Kingdom Under Fire: The Crusaders;XB;2004;Strategy;Deep Silver;240000;70000;0;10000;320000;8.1;50;7.9;31;Phantagram
Clive Barker's Jericho;X360;2007;Shooter;Codemasters;280000;10000;0;20000;320000;6.3;46;7.4;70;Mercury Steam, Alchemic Productions
Romance of the Three Kingdoms VII;PS2;2000;Strategy;Tecmo Koei;80000;60000;160000;20000;320000;7.2;10;8.7;11;Koei
Fable III;PC;2011;Role-Playing;Microsoft Game Studios;100000;170000;0;50000;320000;7.5;39;5.4;555;Lionhead Studios
Monsters, Inc.;PS2;2002;Adventure;Sony Computer Entertainment;150000;120000;0;40000;320000;5.2;15;7.2;10;Artificial Mind and Movement
DJ Hero;PS2;2009;Misc;Activision;100000;20000;0;200000;320000;8.7;4;6.4;5;FreeStyleGames
Lord of Arcana;PSP;2010;Role-Playing;Square Enix;70000;40000;170000;30000;320000;5.3;45;5.5;21;Access Games
Phineas and Ferb: Across the 2nd Dimension;PS3;2011;Action;Disney Interactive Studios;150000;110000;0;50000;320000;6.3;13;6.6;9;High Impact Games
Tekken 6;PSP;2009;Fighting;Namco Bandai Games;150000;30000;100000;30000;320000;8.2;39;8.2;68;Namco Bandai Games America, Namco Bandai Games
Dynasty Warriors 4 Empires;PS2;2004;Action;Tecmo Koei;0;0;320000;0;320000;7.1;29;8.8;19;Omega Force
Shenmue II;XB;2002;Adventure;Microsoft Game Studios;220000;80000;0;10000;320000;8.0;31;9.3;96;Sega AM2
Crash of the Titans;X360;2007;Action;Vivendi Games;270000;20000;0;20000;320000;6.5;25;6.3;39;Radical Entertainment
Rugby World Cup 2011;PS3;2011;Sports;505 Games;0;240000;0;70000;320000;5.0;12;5.6;7;HB Studios Multimedia
F1 Race Stars;PS3;2012;Racing;Codemasters;60000;190000;0;60000;320000;6.1;27;5.6;34;Codemasters
Overlord II;PS3;2009;Action;Codemasters;110000;150000;0;60000;320000;7.2;42;7.6;24;Triumph Studios
BlazBlue: Continuum Shift;X360;2010;Fighting;PQube;230000;40000;20000;20000;310000;8.5;32;8.7;26;Arc System Works
MLB 07: The Show;PS3;2007;Sports;Sony Computer Entertainment;290000;0;0;20000;310000;7.7;30;7.5;17;SCEA San Diego Studios
Crash Nitro Kart;XB;2003;Racing;Vivendi Games;240000;70000;0;10000;310000;7.0;14;8.9;16;Vicarious Visions
Etrian Odyssey III: The Drowned City;DS;2010;Role-Playing;Atlus;120000;0;190000;10000;310000;7.7;23;8.0;21;Atlus
Batman: Arkham Origins;PC;2013;Action;Warner Bros. Interactive Entertainment;130000;160000;0;20000;310000;7.4;17;7.5;1170;Iron Galaxy Studios
Harry Potter and the Half-Blood Prince;X360;2009;Action;Electronic Arts;170000;110000;0;30000;310000;6.4;38;6.8;11;EA Bright Light
Fishing Master;Wii;2007;Misc;Konami Digital Entertainment;290000;0;0;20000;310000;5.8;9;8.1;9;Hudson Soft
Madden NFL 2004;GBA;2003;Sports;Electronic Arts;220000;80000;0;10000;310000;7.0;9;6.6;5;BudCat
NBA Inside Drive 2003;XB;2002;Sports;Microsoft Game Studios;230000;70000;0;10000;310000;7.2;21;7.8;12;High Voltage Software
FIFA Street;PS2;2005;Sports;Electronic Arts;150000;120000;0;40000;310000;5.9;29;7.9;52;EA Canada
Monster Lab;Wii;2008;Role-Playing;Eidos Interactive;270000;20000;0;20000;310000;7.3;11;8.4;14;Backbone Entertainment
Fate/Extra;PSP;2010;Role-Playing;Marvelous Interactive;180000;10000;100000;30000;310000;5.8;10;8.1;39;Image Epoch, Imageepoch
Drakengard 3;PS3;2013;Role-Playing;Square Enix;100000;0;190000;20000;310000;6.1;33;7.7;237;Access Games
Catherine;X360;2011;Adventure;Deep Silver;200000;60000;30000;20000;310000;8.2;39;7.9;153;Atlus
The Matrix: Path of Neo;XB;2005;Action;Atari;230000;70000;0;10000;310000;7.3;39;7.3;20;Shiny Entertainment
Bust-A-Move Universe;3DS;2011;Puzzle;Square Enix;80000;150000;60000;30000;310000;4.9;30;4.8;13;Arika
Mortal Kombat: Shaolin Monks;XB;2005;Action;Midway Games;230000;70000;0;10000;310000;7.8;37;6.6;19;Midway Studios - Los Angeles
Batman: Arkham Origins;WiiU;2013;Action;Warner Bros. Interactive Entertainment;190000;90000;0;30000;310000;6.8;5;7.4;127;Human Head Studios
Shin Megami Tensei: Devil Survivor 2;DS;2011;Role-Playing;Ghostlight;160000;10000;120000;10000;310000;7.9;21;8.8;45;Atlus
Sonic Boom: Rise of Lyric;WiiU;2014;Action;Sega;190000;90000;0;30000;310000;3.2;28;3.6;587;Big Red Button Entertainment
The Settlers 7: Paths to a Kingdom;PC;2010;Strategy;Ubisoft;0;270000;0;50000;310000;7.9;33;5.2;213;Blue Byte
WipEout Pulse;PSP;2007;Racing;Sony Computer Entertainment;130000;120000;0;60000;310000;8.2;40;8.6;31;Studio Liverpool
The Legend of Spyro: Dawn of the Dragon;X360;2008;Platform;Vivendi Games;160000;120000;0;30000;310000;6.2;35;7.2;26;Etranges Libellules
Fuel;X360;2009;Racing;Codemasters;90000;180000;0;40000;310000;6.6;45;7.0;45;Asobo Studio
Tropico 5;PS4;2015;Simulation;Kalypso Media;60000;160000;60000;40000;310000;7.6;17;7.1;110;Haemimont
KISS Pinball;PS;2001;Action;Take-Two Interactive;170000;120000;0;20000;310000;2.6;7;3.8;8;Wildfire Studios
Brothers In Arms: Earned in Blood;XB;2005;Shooter;Ubisoft;230000;70000;0;10000;310000;8.5;41;8.6;25;Gearbox Software
LEGO Legends of Chima: Laval's Journey;3DS;2013;Adventure;Warner Bros. Interactive Entertainment;180000;100000;0;30000;310000;6.5;5;3.6;7;TT Games
Skylanders: SuperChargers;PS4;2015;Action;Activision;170000;80000;0;50000;310000;8.1;51;3.3;29;Vicarious Visions
Dark Void;X360;2010;Action;Capcom;190000;90000;0;30000;310000;5.9;69;6.0;61;Airtight Games
Manhunt 2;PSP;2007;Action;Take-Two Interactive;40000;170000;0;90000;310000;6.9;15;8.1;38;Rockstar London
Mega Man Maverick Hunter X;PSP;2005;Platform;Capcom;270000;10000;0;30000;310000;7.9;34;8.3;44;Capcom
Clash of the Titans;PS3;2010;Action;Namco Bandai Games;90000;150000;10000;50000;310000;4.1;28;1.7;17;Game Republic
Mega Man Battle Network 2;GBA;2002;Action;Ubisoft;220000;80000;0;10000;310000;8.1;15;9.0;21;Capcom
Major League Baseball 2K8;PS3;2008;Sports;Bethesda Softworks;280000;0;0;30000;310000;6.7;23;5.6;8;Kush Games
Pandora's Tower;Wii;2011;Role-Playing;Nintendo;110000;100000;80000;20000;310000;7.3;48;8.0;99;Ganbarion
SimAnimals;Wii;2009;Simulation;Electronic Arts;140000;130000;0;30000;310000;5.8;13;2.1;35;Electronic Arts
Tiger Woods PGA Tour 06;X360;2005;Sports;Electronic Arts;280000;0;0;20000;310000;7.1;36;7.4;8;EA Sports
Jonah Lomu Rugby Challenge;X360;2011;Sports;Home Entertainment Suppliers;90000;190000;0;30000;310000;7.3;14;6.0;8;Sidhe Interactive
Midway Arcade Treasures 2;XB;2004;Misc;Midway Games;240000;50000;0;10000;310000;7.4;38;7.4;7;Backbone Entertainment
NASCAR Thunder 2003;GC;2002;Racing;Electronic Arts;240000;60000;0;10000;310000;8.5;12;6.6;5;EA Sports
Mega Man Zero Collection;DS;2010;Platform;Capcom;170000;10000;110000;20000;310000;7.8;15;8.9;39;Inti, Inti Creates
Pro Evolution Soccer 2013;X360;2012;Sports;Konami Digital Entertainment;80000;200000;0;30000;310000;8.2;33;6.9;77;Konami
Star Wars Racer Revenge;PS2;2002;Racing;LucasArts;150000;120000;0;40000;310000;7.3;34;8.5;11;Rainbow Studios
NCAA Final Four 2002;PS2;2001;Sports;Sony Computer Entertainment;150000;120000;0;40000;310000;5.2;14;6.5;8;989 Sports
Blade II;PS2;2002;Action;Activision;150000;120000;0;40000;310000;4.9;21;6.1;14;Mucky Foot Productions
TRON: Evolution;X360;2010;Action;Disney Interactive Studios;240000;50000;0;20000;310000;5.8;51;6.0;41;Propaganda Games
Bruce Lee: Quest of the Dragon;XB;2002;Fighting;Universal Interactive;230000;70000;0;10000;310000;3.2;24;2.4;10;Ronin Entertainment
Disney's The Emperor's New Groove;PS;2000;Platform;Sony Computer Entertainment;170000;120000;0;20000;310000;6.6;8;7.2;6;Disney Interactive
Dragon Ball Z: Battle of Z;PS3;2014;Fighting;Namco Bandai Games;100000;100000;60000;40000;310000;5.4;32;5.3;103;Artdink
Disney's Stitch: Experiment 626;PS2;2002;Action;Sony Computer Entertainment;150000;120000;0;40000;310000;5.9;17;7.8;4;High Voltage Software
Orphen: Scion of Sorcery;PS2;2000;Role-Playing;Activision;150000;120000;0;40000;310000;5.4;15;5.8;8;Shade
NBA Live 08;PSP;2007;Sports;Electronic Arts;280000;0;0;20000;310000;7.3;11;6.2;5;EA Canada
Star Wars Episode III: Revenge of the Sith;DS;2005;Action;Ubisoft;250000;30000;0;20000;300000;7.3;22;7.8;19;Ubisoft
Ultimate Spider-Man;GBA;2005;Action;Activision;220000;80000;0;10000;300000;6.2;4;7.3;12;Vicarious Visions
Midtown Madness 3;XB;2003;Racing;Microsoft Game Studios;230000;70000;0;10000;300000;7.6;41;8.3;30;Digital Illusions
Shrek Swamp Kart Speedway;GBA;2002;Racing;TDK Mediactive;220000;80000;0;10000;300000;2.7;5;8.9;19;Prolific
Contra 4;DS;2007;Shooter;Konami Digital Entertainment;280000;0;10000;20000;300000;8.3;38;8.4;45;WayForward
Spyro: Attack of the Rhynocs;GBA;2003;Platform;Universal Interactive;220000;80000;0;10000;300000;7.2;13;7.5;15;Digital Eclipse
Monsters vs. Aliens;PS3;2009;Action;Activision;210000;50000;0;40000;300000;6.6;18;4.5;4;Beenox
NASCAR 2011: The Game;X360;2011;Racing;Activision;290000;0;0;20000;300000;6.2;24;4.1;14;Eutechnyx
BlazBlue: Chrono Phantasma;PS3;2013;Fighting;Arc System Works;140000;0;140000;30000;300000;8.3;16;8.3;64;Arc System Works
Kingdoms of Amalur: Reckoning;PC;2012;Role-Playing;Electronic Arts;140000;130000;0;30000;300000;8.1;25;6.6;1097;Big Huge Games
Mario Party: Star Rush;3DS;2016;Misc;Nintendo;80000;130000;80000;20000;300000;6.8;37;6.8;16;Nintendo, Nd Cube
Burnout;GC;2002;Racing;Acclaim Entertainment;230000;60000;0;10000;300000;7.8;18;7.9;18;Criterion Games
Chaos Legion;PS2;2003;Action;Capcom;150000;120000;0;40000;300000;6.5;34;8.2;58;Capcom
Charlie and the Chocolate Factory;GBA;2005;Adventure;Global Star;220000;80000;0;10000;300000;3.6;5;3.8;6;High Voltage Software, Backbone Entertainment
Neopets: The Darkest Faerie;PS2;2005;Adventure;Sony Computer Entertainment;150000;120000;0;40000;300000;6.1;18;8.5;30;Idol Minds
Naruto Shippuden: Ultimate Ninja Storm 4;XOne;2016;Fighting;Namco Bandai Games;210000;70000;0;30000;300000;8.1;11;8.5;51;CyberConnect2
Batman: Arkham VR;PS4;2016;Action;Warner Bros. Interactive Entertainment;250000;0;0;60000;300000;7.5;59;7.3;89;Rocksteady Studios
24: The Game;PS2;2006;Adventure;Sony Computer Entertainment;150000;120000;0;40000;300000;6.2;53;8.2;40;SCE Studio Cambridge
The King of Fighters XIII;PS3;2011;Fighting;Rising Star Games;170000;60000;40000;30000;300000;7.7;26;8.2;76;SNK Playmore
Tom Clancy's Splinter Cell 3D;3DS;2011;Action;Ubisoft;140000;70000;70000;20000;300000;5.3;32;5.5;26;Ubisoft
Magna Carta 2;X360;2009;Role-Playing;Banpresto;130000;70000;70000;20000;300000;6.9;49;7.0;57;Banpresto, SoftMax
Romance of the Three Kingdoms VIII;PS2;2002;Strategy;Tecmo Koei;50000;40000;190000;10000;300000;7.7;14;8.9;17;Koei
F1 2013;X360;2013;Racing;Codemasters;10000;270000;0;20000;300000;7.9;29;6.6;33;Codemasters
Crazy Taxi: Catch a Ride;GBA;2003;Racing;THQ;210000;80000;0;10000;300000;4.8;14;5.9;8;Graphic State
Final Fantasy XI: Wings of the Goddess;X360;2007;Role-Playing;Square Enix;260000;0;20000;20000;300000;6.3;4;5.8;5;Square Enix
PowerUp Heroes;X360;2011;Fighting;Ubisoft;180000;90000;0;30000;300000;6.1;13;7.5;10;Ubisoft
Rayman 2: Revolution;PS2;2000;Platform;Ubisoft;150000;110000;0;40000;300000;9.0;16;8.2;42;Ubisoft
Madden NFL 13;PSV;2012;Sports;Electronic Arts;280000;0;0;20000;300000;6.3;6;7.3;38;EA Tiburon
Army Men: Air Attack 2;PS;2000;Action;3DO;170000;110000;0;20000;300000;7.4;8;5.3;4;3DO
Stranglehold;PS3;2007;Shooter;Midway Games;240000;20000;0;30000;300000;7.7;22;7.9;48;Midway
Pride FC: Fighting Championships;PS2;2003;Fighting;THQ;150000;110000;0;40000;300000;7.3;19;8.6;7;Anchor
Eternal Ring;PS2;2000;Role-Playing;Ubisoft;100000;70000;100000;30000;300000;6.2;13;5.3;9;From Software
Resident Evil Archives: Resident Evil;Wii;2008;Action;Capcom;160000;40000;80000;20000;300000;7.6;11;8.9;41;Capcom
Dynasty Warriors 6;X360;2007;Action;Tecmo Koei;150000;60000;60000;20000;300000;6.0;42;7.4;22;Omega Force
Silent Hill: Shattered Memories;PSP;2010;Action;Konami Digital Entertainment;90000;130000;10000;70000;300000;7.3;28;7.5;43;Climax Group, Climax Studios
Dance Dance Revolution Universe 3;X360;2008;Simulation;Konami Digital Entertainment;280000;0;0;20000;300000;6.5;6;7.7;7;Konami
Showdown: Legends of Wrestling;PS2;2004;Fighting;Acclaim Entertainment;150000;110000;0;40000;300000;5.5;24;6.1;7;Acclaim
Sword Art Online: Hollow Fragment;PSV;2014;Role-Playing;Namco Bandai Games;0;0;300000;0;300000;6.7;28;7.6;131;Bandai Namco Games
Full Spectrum Warrior;PS2;2005;Strategy;THQ;150000;110000;0;40000;300000;7.4;24;8.0;13;Pandemic Studios
The Sims 2: Pets;PS2;2006;Simulation;Electronic Arts;20000;10000;0;270000;300000;6.8;27;8.0;25;Maxis
Fist of the North Star: Ken's Rage 2;PS3;2012;Fighting;Tecmo Koei;0;0;300000;0;300000;4.9;19;7.0;19;Koei, Omega Force
MLB SlugFest Loaded;PS2;2004;Sports;Midway Games;140000;110000;0;40000;300000;7.7;30;9.5;4;Point of View
Teenage Mutant Ninja Turtles;XB;2003;Action;Konami Digital Entertainment;220000;60000;0;10000;300000;5.6;22;8.4;9;Konami
Capcom Classics Collection Remixed;PSP;2006;Misc;Capcom;270000;0;0;20000;300000;7.2;37;7.0;5;Digital Eclipse
1701 A.D.;PC;2006;Simulation;Deep Silver;0;250000;0;40000;300000;7.9;30;8.3;38;Related Designs
Lego Star Wars: The Force Awakens;XOne;2016;Action;Warner Bros. Interactive Entertainment;140000;130000;0;20000;300000;7.6;11;7.0;18;TT Games
Little Deviants;PSV;2011;Platform;Sony Computer Entertainment;140000;120000;0;40000;300000;5.7;62;5.5;53;Bigbig Studios
Spider-Man 3;PSP;2007;Platform;Activision;10000;230000;0;50000;300000;5.2;7;7.4;9;Treyarch
Radiant Historia;DS;2010;Role-Playing;Atlus;190000;0;90000;10000;290000;8.5;30;9.0;81;Atlus
Sorcery;PS3;2012;Action;Sony Computer Entertainment;140000;110000;0;50000;290000;7.0;52;7.3;57;The Workshop
Harry Potter and the Order of the Phoenix;X360;2007;Action;Electronic Arts;240000;30000;0;20000;290000;6.8;38;6.8;20;EA Games
